timestamp,tag,duration,package_0,dram_0,core_0,uncore_0
1647418118.94078,load_csv,0.111608266830444,988462,95398,597594,0
1647418119.05273,drop_column,0.001229763031006,18249,1464,10925,0
1647418119.26285,concat_dataframes,0.004156827926636,33692,2807,18616,0
1647418119.44661,merge,0.023186445236206,204833,18188,130676,0
1647418119.47018,subset,0.000415325164795,0,0,0,0
1647418119.47084,sample,0.002155303955078,17639,1343,10804,0
1647418119.47325,sample,0.002249717712402,17456,1281,10620,0
1647418119.47577,sample,0.002210140228271,26672,1892,16723,0
1647418119.47842,sum,0.006974935531616,59693,4944,35889,0
1647418119.4858,median,0.011390924453735,78979,7752,34973,0
1647418119.49779,min,0.006041049957275,41260,4760,22827,0
1647418119.50414,max,0.005450487136841,39001,3296,22217,0
1647418119.51002,unique,0.00414252281189,35034,2929,21911,0
