timestamp;tag;duration;package_0;dram_0;core_0;uncore_0
1647418197.2761366;load_csv;0.11456704139709473;1031613.0;96680.0;620177.0;0.0
1647418197.391045;drop_column;0.0012700557708740234;17761.0;1404.0;10437.0;0.0
1647418197.6064196;concat_dataframes;0.0043146610260009766;35400.0;3723.0;26001.0;0.0
1647418197.7950625;merge;0.022930145263671875;209961.0;17700.0;128112.0;0.0
1647418197.8188405;subset;0.0006401538848876953;6714.0;610.0;3601.0;0.0
1647418197.8197758;sample;0.002542257308959961;24414.0;1953.0;13428.0;0.0
1647418197.82277;sample;0.0027496814727783203;24475.0;1892.0;13672.0;0.0
1647418197.825823;sample;0.002511739730834961;25634.0;1953.0;14770.0;0.0
1647418197.828821;sum;0.007584333419799805;66101.0;5555.0;37232.0;0.0
1647418197.8367853;median;0.010138273239135742;75440.0;6896.0;40710.0;0.0
1647418197.847614;min;0.005714893341064453;44678.0;4150.0;23925.0;0.0
1647418197.8538387;max;0.005803823471069336;45105.0;4090.0;23133.0;0.0
1647418197.8603356;unique;0.004908323287963867;35705.0;2869.0;21118.0;0.0
