,count,sum,mean,min,max,unique
0,393742.8,5584.7,2410.8,3277.7,3399.6,4223.6
1,25762.9,439.5,146.4,262.5,323.5,244.2
2,241460.6,2777.2,1440.4,1348.9,1861.6,1861.5
3,12.2,0.0,0.0,0.0,0.0,0.0
