,count,sum,mean,min,max,unique
0,77245.6,34576.5,53985.5,40038.8,40191.5,56164.4
1,6243.9,3301.9,5255.2,3619.4,3436.2,5871.5
2,42016.5,18725.4,28601.1,21899.5,22204.4,29797.5
3,0.0,0.0,0.0,0.0,0.0,0.0
