,drop,groupby,concat_dataframes,sort,merge
0,44286.9,5084.3,139947.2,38458.2,256951.0
1,3314.1,378.3,9808.4,2911.3,17553.6
2,25909.3,3027.3,82715.0,22003.2,152825.3
3,0.0,0.0,0.0,12.2,18.3
