,count,sum,mean,min,max,unique
0,1074979.0,379503.2,380510.6,354875.7,344798.9,311986.6
1,100549.0,40405.3,40356.2,38921.9,38195.9,35205.0
2,637382.4,222875.5,223723.6,208044.0,198662.8,179729.9
3,36.6,0.0,0.0,24.4,0.0,0.0
