,drop,groupby,concat_dataframes,sort,merge
0,12048.2,245684.3,27837.9,30078.1,46526.9
1,836.2,26892.1,2758.7,2435.3,3363.1
2,6286.5,154388.1,14929.2,18664.4,27807.5
3,0.0,24.4,0.0,0.0,0.0
