,load_csv,load_json,save_csv,save_json,isna,dropna,fillna,replace,drop,groupby,concat_dataframes,sort,merge,count,sum,mean,min,max,unique
0,65111.8,154388942.1,193428563.7,170093820.9,10644.6,324455.8,34564.1,9918.2,33611.7,3533.9,105279.4,30560.1,154412.5,11816315.2,5221953.2,5265391.7,5185222.4,5175542.3,5312913.7
1,6145.9,11382692.0,14391668.5,13342983.3,921.8,45287.8,3082.5,659.1,2478.0,335.7,7355.0,2178.9,10394.1,1224587.8,551378.1,567906.3,551775.0,532133.6,562639.0
2,35827.3,92843146.2,115238767.5,100159667.8,4925.5,170934.7,19055.1,5493.2,19452.0,2929.7,60351.4,16461.2,87878.2,6428700.8,3012376.2,3077067.3,3026878.1,3031272.7,3114756.4
3,0.0,79754.3,18664.5,17169.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1483.2,54.9,42.7,1641.8,1080.4,628.6
