,load_csv,load_json,load_hdf,save_csv,save_json,save_hdf
0,1030411.1,3697775.1,3379184.4,2261596.9,1515718.9,1713575.9
1,95116.9,480137.8,283111.0,259996.8,206878.1,138805.7
2,612504.6,2077893.7,1979609.3,1291653.1,848649.0,985226.8
3,0.0,4156.5,48.8,3790.3,2288.9,2337.6
