,drop,groupby,concat_dataframes,sort,merge
0,27764.8,3332.5,102245.8,57623.3,498497.1
1,3650.0,451.7,15490.8,7195.8,43945.1
2,16949.4,1373.3,55084.0,33068.7,298674.7
3,0.0,0.0,3997.9,0.0,0.0
