,load_csv,load_json,load_hdf,save_csv,save_json,save_hdf,isna,dropna,fillna,replace,drop,groupby,concat_dataframes,sort,merge,count,sum,mean,min,max,unique
0,9696636.6,156434463.0,5568223.0,28941057.6,9797838.6,3993172.4,184563.7,1329867.2,1263424.5,124743.5,93548.4,5481.0,462089.8,303826.2,4249342.1,1218496.8,7531.7,28704.7,6799.2,4730.2,99590.9
1,963736.5,11384107.9,804697.6,2228967.5,1105337.9,523772.0,21643.1,111095.7,99725.2,20043.8,20044.1,537.1,92108.1,48309.2,534635.9,84399.3,781.2,3893.9,580.1,628.5,7257.2
2,5445609.8,93984354.1,2769749.9,16027034.2,3905959.3,2165985.6,99011.1,796812.2,763773.6,64105.2,49505.4,2594.1,248235.3,164977.7,2346795.7,737742.3,4272.5,4229.4,2588.1,3344.5,58923.4
3,11462.3,74596.8,811.8,33087.3,18127.5,13891.4,0.0,494.3,439.6,0.0,0.0,0.0,30.5,0.0,4235.9,54.9,262.4,451.7,0.0,24.4,323.5
