,load_csv,load_json,load_hdf,save_csv,save_json,save_hdf
0,62603.7,3471878.2,502653.6,4473761.7,3683724.5,5336674.6
1,5999.8,465202.8,48821.9,460228.4,416838.6,684092.3
2,36322.1,1950397.8,235155.6,2637529.7,2153156.0,2981498.8
3,0.0,3350.7,842.3,1196.3,3692.5,4388.5
