,load_csv,load_json,load_hdf,save_csv,save_json,save_hdf
0,551152.3,3178696.7,565037.9,1664418.5,780027.3,237847.2
1,62530.2,432371.9,55688.4,112646.3,77685.3,27355.9
2,323717.5,1823420.6,332640.8,1027292.4,437309.6,126208.3
3,0.0,3826.7,0.0,36.6,5902.2,512.7
