timestamp;tag;duration;package_0;dram_0;core_0;uncore_0
1646917099.2464597;load_csv;0.06173205375671387;556395.0;61462.0;324401.0;0.0
1646917099.30871;drop_column;0.003757476806640625;33813.0;4639.0;13367.0;0.0
1646917099.430783;concat_dataframes;0.009544610977172852;87158.0;12329.0;49988.0;0.0
1646917099.4522305;remove_duplicates;0.051419734954833984;468687.0;50049.0;275329.0;3906.0
1646917099.504763;merge;0.0411229133605957;378600.0;36926.0;223266.0;0.0
1646917099.5466962;subset;0.001986265182495117;16357.0;2075.0;9278.0;0.0
1646917099.5493305;sample;0.0015137195587158203;17334.0;1526.0;9582.0;0.0
1646917099.5511446;sample;0.003581523895263672;32593.0;4211.0;16419.0;0.0
1646917099.555457;sample;0.00564122200012207;40588.0;5493.0;21790.0;0.0
1646917099.563019;sum;0.001234292984008789;8728.0;977.0;4882.0;0.0
1646917099.564578;median;0.0012865066528320312;8484.0;916.0;4578.0;0.0
1646917099.56618;min;0.0003905296325683594;8362.0;732.0;4455.0;0.0
1646917099.5668373;max;0.0003466606140136719;0.0;0.0;0.0;0.0
1646917099.5674245;unique;0.0005271434783935547;8423.0;610.0;0.0;0.0
