timestamp,tag,duration,package_0,dram_0,core_0,uncore_0
1651339491.5477097,load_csv,1.5321564674377441,12881132.0,1315609.0,7285809.0,7812.0
1651339493.0801525,load_json,17.850945234298706,159903704.0,11754243.0,96047484.0,55847.0
1651339510.931442,load_hdf,0.4035465717315674,3454154.0,300414.0,2004878.0,0.0
1651339511.3352604,save_csv,3.9123222827911377,29164110.0,2592034.0,15664144.0,23377.0
1651339515.2479684,save_json,2.111828327178955,12498015.0,1598568.0,5150072.0,12817.0
1651339517.3606057,save_hdf,1.2568376064300537,4976916.0,643980.0,1181637.0,12634.0
1651339520.1256015,isna,0.001119852066040039,9826.0,733.0,5798.0,0.0
1651339520.1269648,dropna,0.005930423736572266,50842.0,4028.0,28320.0,0.0
1651339520.13316,fillna,0.006742238998413086,64392.0,3723.0,34546.0,0.0
1651339520.1401322,replace,0.0007257461547851562,9400.0,610.0,0.0,0.0
1651339523.1661901,drop,0.0008580684661865234,0.0,0.0,0.0,0.0
1651339523.1673677,groupby,0.029838085174560547,240111.0,31555.0,137878.0,0.0
1651339523.1978524,concat_dataframes,0.0016973018646240234,15930.0,1465.0,8789.0,0.0
1651339523.199832,sort,0.01065206527709961,98206.0,8850.0,55603.0,0.0
1651339523.2112758,merge,0.002736330032348633,25146.0,1343.0,8911.0,0.0
1651339524.6931443,count,0.0035414695739746094,24109.0,2686.0,19043.0,0.0
1651339524.697319,sum,0.0041882991790771484,33386.0,2747.0,20508.0,0.0
1651339524.701878,mean,0.0057446956634521484,41809.0,3540.0,30029.0,0.0
1651339524.708081,min,0.0043332576751708984,30029.0,2868.0,17822.0,0.0
1651339524.712838,max,0.0044536590576171875,35217.0,2868.0,18067.0,0.0
1651339524.7177622,unique,0.038780927658081055,384094.0,38025.0,265441.0,0.0
