timestamp;tag;duration;package_0;dram_0;core_0;uncore_0
1651299124.7318375;load_csv;0.007718086242675781;65613.0;5615.0;33203.0;0.0
1651299124.7401295;load_json;0.41524839401245117;3257438.0;468199.0;1789241.0;4272.0
1651299125.1561165;load_hdf;0.048914432525634766;399596.0;34301.0;230224.0;0.0
1651299125.2190726;save_csv;0.5012550354003906;4304494.0;461119.0;2557916.0;427.0
1651299125.7209587;save_json;0.4091074466705322;3547537.0;412597.0;2102717.0;4029.0
1651299126.1309085;save_hdf;0.6060624122619629;5301317.0;661192.0;3129692.0;3845.0
1651299185.1916096;load_csv;0.007132053375244141;59143.0;5676.0;34973.0;0.0
1651299185.1990566;load_json;0.40915942192077637;3507742.0;464110.0;2041987.0;4151.0
1651299185.6085913;load_hdf;0.046803951263427734;400390.0;33692.0;237121.0;0.0
1651299185.6702378;save_csv;0.494612455368042;4409108.0;454589.0;2669976.0;0.0
1651299186.1652126;save_json;0.40946316719055176;3656362.0;416808.0;2195856.0;4272.0
1651299186.574997;save_hdf;0.6139135360717773;5006702.0;661131.0;2841729.0;4151.0
